Number,Street,Address,City,latitude,longitude
1820,N GRAND BLVD,1820  N GRAND BLVD,"Saint Louis Mo,",38.650053,-90.224548
1124,LINTON AVE,1124  LINTON AVE,"Saint Louis Mo,",38.677121,-90.208548
807,CLARA AVE,807  CLARA AVE,"Saint Louis Mo,",38.656237,-90.281881
5056,MINERVA AVE,5056  MINERVA AVE,"Saint Louis Mo,",38.66103,-90.264296
4679,POPE AVE,4679  POPE AVE,"Saint Louis Mo,",38.680678,-90.225424
2817,HADLEY ST,2817  HADLEY ST,"Saint Louis Mo,",38.652154,-90.195504
2022,E WARNE AVE,2022  E WARNE AVE,"Saint Louis Mo,",38.675478,-90.215763
7820,N BROADWAY,7820  N BROADWAY,"Saint Louis Mo,",38.706204,-90.230086
3031,BELT AVE,3031  BELT AVE,"Saint Louis Mo,",38.677982,-90.266554
622,CHOUTEAU AVE,622  CHOUTEAU AVE,"Saint Louis Mo,",38.617298,-90.194888
2609,RAUSCHENBACH AVE,2609  RAUSCHENBACH AVE,"Saint Louis Mo,",38.649838,-90.205179
4945,THEODORE AVE,4945  THEODORE AVE,"Saint Louis Mo,",38.687245,-90.241294
5800,ETZEL AVE,5800  ETZEL AVE,"Saint Louis Mo,",38.663974,-90.285931
3759,CHIPPEWA ST,3759  CHIPPEWA ST,"Saint Louis Mo,",38.588834,-90.248058
4209,N 20TH ST,4209  N 20TH ST,"Saint Louis Mo,",38.665835,-90.20583
5093,GERALDINE AVE,5093  GERALDINE AVE,"Saint Louis Mo,",38.690071,-90.246201
3639,CASS AVE,3639  CASS AVE,"Saint Louis Mo,",38.648555,-90.226673
3120,BELL AVE,3120  BELL AVE,"Saint Louis Mo,",38.640688,-90.222247
3618,COTTAGE AVE,3618  COTTAGE AVE,"Saint Louis Mo,",38.652651,-90.223614
1343,MONTCLAIR AVE,1343  MONTCLAIR AVE,"Saint Louis Mo,",38.665546,-90.278146
5930,MCARTHUR AVE,5930  MCARTHUR AVE,"Saint Louis Mo,",38.689291,-90.272483
5838,ROMAINE PL,5838  ROMAINE PL,"Saint Louis Mo,",38.669381,-90.282965
4903,FOUNTAIN AVE,4903  FOUNTAIN AVE,"Saint Louis Mo,",38.65586,-90.260002
3326,ARLINGTON AVE,3326  ARLINGTON AVE,"Saint Louis Mo,",38.678193,-90.26279
2839,PARK AVE,2839  PARK AVE,"Saint Louis Mo,",38.619113,-90.225417
3100,ROLLA PL,3100  ROLLA PL,"Saint Louis Mo,",38.663422,-90.232095
1716,UNION BLVD,1716  UNION BLVD,"Saint Louis Mo,",38.667715,-90.26621
4873,SAINT LOUIS AVE,4873  SAINT LOUIS AVE,"Saint Louis Mo,",38.669435,-90.251803
1230,ST ANGE LN,1230  ST ANGE LN,"Saint Louis Mo,",38.616996,-90.206172
4719,20TH,4719  20TH,"Saint Louis Mo,",38.67166,-90.209684
5015,UNION,5015  UNION,"Saint Louis Mo,",38.691914,-90.244714
1607,HELEN ST,1607  HELEN ST,"Saint Louis Mo,",38.644503,-90.202075
4340,LEE AVE,4340  LEE AVE,"Saint Louis Mo,",38.673736,-90.231386
4714,N 20TH ST,4714  N 20TH ST,"Saint Louis Mo,",38.671753,-90.209511
902,HICKORY ST,902  HICKORY ST,"Saint Louis Mo,",38.615811,-90.198857
6332,STRATFORD AVE,6332  STRATFORD AVE,"Saint Louis Mo,",38.697935,-90.267479
5500,SAINT LOUIS AVE,5500  SAINT LOUIS AVE,"Saint Louis Mo,",38.677031,-90.26729
2621,ACCOMAC ST,2621  ACCOMAC ST,"Saint Louis Mo,",38.609537,-90.223061
4115,N TAYLOR AVE,4115  N TAYLOR AVE,"Saint Louis Mo,",38.675358,-90.237486
3526,VISTA AVE,3526  VISTA AVE,"Saint Louis Mo,",38.62135,-90.236308
1500,BILLUPS AVE,1500  BILLUPS AVE,"Saint Louis Mo,",38.655818,-90.243174
5217,ROBIN AVE,5217  ROBIN AVE,"Saint Louis Mo,",38.699709,-90.25291
720,N TUCKER BLVD,720  N TUCKER BLVD,"Saint Louis Mo,",38.632888,-90.196177
4113,SHREVE AVE,4113  SHREVE AVE,"Saint Louis Mo,",38.677938,-90.242875
4952,ROSALIE ST,4952  ROSALIE ST,"Saint Louis Mo,",38.689774,-90.236595
3929,N 21ST ST,3929  N 21ST ST,"Saint Louis Mo,",38.662303,-90.205355
4236,N 20TH ST,4236  N 20TH ST,"Saint Louis Mo,",38.666665,-90.206056
3165,TEXAS AVE,3165  TEXAS AVE,"Saint Louis Mo,",38.597836,-90.225824
3165,TEXAS AVE,3165  TEXAS AVE,"Saint Louis Mo,",38.597836,-90.225824
4246,N 19TH ST,4246  N 19TH ST,"Saint Louis Mo,",38.637841,-90.204855
5863,PLYMOUTH AVE,5863  PLYMOUTH AVE,"Saint Louis Mo,",38.665068,-90.286896
1101,JEFFERSON,1101  JEFFERSON,"Saint Louis Mo,",38.621208,-90.219094
5936,EMMA AVE,5936  EMMA AVE,concantenate(,38.704765,-90.252592
5739,GOODFELLOW PL,5739  GOODFELLOW PL,"Saint Louis Mo,",38.681712,-90.272183
1393,TEMPLE PL,1393  TEMPLE PL,"Saint Louis Mo,",38.667854,-90.278919
8915,NEWBY ST,8915  NEWBY ST,"Saint Louis Mo,",38.719558,-90.235392
4583,MAFFITT AVE,4583  MAFFITT AVE,"Saint Louis Mo,",38.665504,-90.246099
3041,TAMM AVE,3041  TAMM AVE,"Saint Louis Mo,",38.608389,-90.296191
4004,NORTH MARKET ST,4004  NORTH MARKET ST,"Saint Louis Mo,",38.654735,-90.232449
3825,KENNERLY AVE,3825  KENNERLY AVE,"Saint Louis Mo,",38.655952,-90.226006
5601,WABADA AVE,5601  WABADA AVE,"Saint Louis Mo,",38.67379,-90.27311
5601,WABADA AVE,5601  WABADA AVE,"Saint Louis Mo,",38.67379,-90.27311
5601,WABADA AVE,5601  WABADA AVE,"Saint Louis Mo,",38.67379,-90.27311
5601,WABADA AVE,5601  WABADA AVE,"Saint Louis Mo,",38.67379,-90.27311
3305,FRANKLIN AVE,3305  FRANKLIN AVE,"Saint Louis Mo,",38.640565,-90.225546
3122,UTAH ST,3122  UTAH ST,"Saint Louis Mo,",38.596233,-90.235093
8644,RIVERVIEW BLVD,8644  RIVERVIEW BLVD,"Saint Louis Mo,",38.715528,-90.241409
4562,MORGANFORD RD,4562  MORGANFORD RD,"Saint Louis Mo,",38.585188,-90.265768
3850,POTOMAC ST,3850  POTOMAC ST,"Saint Louis Mo,",38.594325,-90.24988
4110,DRYDEN AVE,4110  DRYDEN AVE,"Saint Louis Mo,",38.675582,-90.238197
1501,SWITZER,1501  SWITZER,"Saint Louis Mo,",38.714624,-90.242024
1501,SWITZER,1501  SWITZER,"Saint Louis Mo,",38.714624,-90.242024
3617,GASCONADE ST,3617  GASCONADE ST,"Saint Louis Mo,",38.582592,-90.245419
101,BELLERIVE BLVD,101  BELLERIVE BLVD,"Saint Louis Mo,",38.561244,-90.242583
5615,MAFFITT AVE,5615  MAFFITT AVE,"Saint Louis Mo,",38.675983,-90.271879
3415,N KINGSHIGHWAY BLVD,3415  N KINGSHIGHWAY BLVD,"Saint Louis Mo,",38.675017,-90.252759
6212,EMMA AVE,6212  EMMA AVE,"Saint Louis Mo,",38.707573,-90.258068
2910,CALIFORNIA AVE,2910  CALIFORNIA AVE,"Saint Louis Mo,",38.601788,-90.22823
4558,ALDINE AVE,4558  ALDINE AVE,"Saint Louis Mo,",38.659487,-90.249715
5423,GERALDINE AVE,5423  GERALDINE AVE,"Saint Louis Mo,",38.693115,-90.240672
